method,k,operator,f1,micro_f1,macro_f1,recall,micro_recall,macro_recall,precision,micro_precision,macro_precision
TgSAGE,3,L2,0.3485442611849744,0.38192668371696503,0.33853116020743723,0.5902503293807642,0.5902503293807642,0.594708211897762,0.2748011607934371,0.28229363579080025,0.2627155281247196
TgSAGE,4,L2,0.39749922332176596,0.41252173913043483,0.3874001242807069,0.7812911725955204,0.7812911725955204,0.8026882049565819,0.289222546433821,0.28024574669187147,0.2756476045541482
TgSAGE,5,L2,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
TgGIN,1,sigmoid,0.14896365418206628,0.2220496894409938,0.15063142156304896,0.18840579710144928,0.18840579710144928,0.2092078332507668,0.5176083229755183,0.27032136105860116,0.5131992598486858
TgGIN,2,sigmoid,0.2602464393661278,0.30820033021463944,0.2668078254106943,0.3689064558629776,0.3689064558629776,0.41339503768782604,0.4637304219008413,0.2646502835538752,0.44845095610985675
TgGIN,3,sigmoid,0.3463965816830686,0.3640238704177323,0.35514108549054046,0.5625823451910409,0.5625823451910409,0.6270653748631677,0.3717812614501221,0.26906112161310647,0.33968811678521893
TgGIN,4,sigmoid,0.3540007953288832,0.3860869565217392,0.36319091015338223,0.7312252964426877,0.7312252964426877,0.7962639508503856,0.3364464526476985,0.2622873345935728,0.30945153881392873
TgGIN,5,sigmoid,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
TgGIN,1,HAD,0.09716344782600078,0.19099378881987578,0.1156334672521723,0.16205533596837945,0.16205533596837945,0.19357537204401173,0.19350302749512233,0.23251417769376181,0.1946672375243804
TgGIN,2,HAD,0.16387961731931913,0.28618602091359385,0.18472340519314515,0.3425559947299078,0.3425559947299078,0.4037047093251275,0.17700329592687664,0.24574669187145556,0.18048809169798058
TgGIN,3,HAD,0.2422383445319145,0.3640238704177323,0.25350808421921317,0.5625823451910409,0.5625823451910409,0.6,0.15519262821811816,0.26906112161310647,0.16152761070057858
TgGIN,4,HAD,0.32800190634973875,0.38469565217391305,0.34657553731067586,0.7285902503293807,0.7285902503293807,0.8028642442892651,0.3674041833290534,0.2613421550094518,0.33245834479448927
TgGIN,5,HAD,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
TgGIN,1,AVG,0.06386869022116284,0.1956521739130435,0.07694656488549619,0.16600790513833993,0.16600790513833993,0.2,0.039540635250341835,0.2381852551984877,0.047637051039697544
TgGIN,2,AVG,0.22498648956701797,0.37314254265272434,0.19177136272916195,0.44664031620553357,0.44664031620553357,0.4,0.15253629414885272,0.32041587901701324,0.12816635160680528
TgGIN,3,AVG,0.28977407914251846,0.3972719522591645,0.26921038711940587,0.613965744400527,0.613965744400527,0.6,0.19270704912194184,0.29363579080025204,0.17618147448015123
TgGIN,4,AVG,0.34735878286248784,0.4069565217391304,0.34266717724286266,0.7707509881422925,0.7707509881422925,0.8,0.22797631945326527,0.2764650283553875,0.22117202268431005
TgGIN,5,AVG,0.46084193524724204,0.44594594594594594,0.44167144466818276,1.0,1.0,1.0,0.30338147647262464,0.28695652173913044,0.28695652173913044
TgGIN,1,L1,0.06478758957550049,0.1972049689440994,0.07743902439024389,0.1673254281949934,0.1673254281949934,0.2,0.040170754973089154,0.24007561436672967,0.04801512287334593
TgGIN,2,L1,0.19356921291988963,0.32801320858558064,0.19632316892892632,0.3926218708827404,0.3926218708827404,0.4002414759007051,0.3144044502842892,0.28166351606805295,0.3648715755993639
